timestamp,alloc_mb,sys_mb,heap_inuse_mb,heap_idle_mb,num_gc,goroutines
2026-03-22T02:00:10+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:12+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:14+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:16+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:18+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:20+05:30,0.94,12.77,1.86,5.64,0,8
2026-03-22T02:00:24+05:30,0.33,8.27,0.97,2.56,0,8
2026-03-22T02:00:26+05:30,0.34,8.27,0.97,2.56,0,8
2026-03-22T02:00:28+05:30,0.34,8.27,0.97,2.56,0,8
2026-03-22T02:00:30+05:30,0.34,8.27,0.97,2.56,0,8
2026-03-22T02:00:32+05:30,0.34,8.27,0.97,2.56,0,8
2026-03-22T02:00:34+05:30,0.34,8.27,0.97,2.56,0,8
2026-03-22T02:00:36+05:30,0.34,8.27,0.97,2.56,0,8
2026-03-22T02:00:38+05:30,0.34,8.27,0.98,2.55,0,8
2026-03-22T02:00:40+05:30,0.53,8.52,1.40,2.04,0,10
2026-03-22T02:00:42+05:30,0.57,8.52,1.44,2.03,0,10
2026-03-22T02:00:44+05:30,0.89,8.77,1.76,1.71,0,9
2026-03-22T02:00:46+05:30,1.06,8.77,1.98,1.45,0,11
2026-03-22T02:00:48+05:30,1.14,8.77,2.03,1.44,0,11
2026-03-22T02:00:50+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:00:52+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:00:54+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:00:56+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:00:58+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:00+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:02+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:04+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:06+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:08+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:10+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:12+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:14+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:16+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:18+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:20+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:22+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:24+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:26+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:28+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:30+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:32+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:34+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:36+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:38+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:40+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:42+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:44+05:30,1.26,8.77,2.16,1.30,0,9
2026-03-22T02:01:46+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:01:48+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:01:50+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:01:52+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:01:54+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:01:56+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:01:58+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:00+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:02+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:04+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:06+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:08+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:10+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:12+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:14+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:16+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:18+05:30,1.27,8.77,2.16,1.30,0,9
2026-03-22T02:02:20+05:30,1.27,8.77,2.16,1.30,0,8
2026-03-22T02:02:22+05:30,1.27,8.77,2.16,1.30,0,8
2026-03-22T02:02:24+05:30,1.27,8.77,2.16,1.30,0,8
2026-03-22T02:02:26+05:30,1.27,8.77,2.16,1.30,0,8
2026-03-22T02:02:28+05:30,1.27,8.77,2.16,1.30,0,8
2026-03-22T02:02:30+05:30,1.27,8.77,2.16,1.30,0,8
2026-03-22T02:02:32+05:30,1.31,8.77,2.26,1.21,0,8
2026-03-22T02:02:34+05:30,1.42,8.77,2.41,1.02,0,10
2026-03-22T02:02:36+05:30,1.52,12.77,2.49,4.95,0,11
2026-03-22T02:02:38+05:30,1.58,12.77,2.52,4.88,0,10
2026-03-22T02:02:40+05:30,1.83,12.77,2.70,4.74,0,12
2026-03-22T02:02:42+05:30,1.86,12.77,2.70,4.73,0,11
2026-03-22T02:02:44+05:30,1.98,12.77,2.89,4.55,0,11
